Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729862872.228557,-2.31293,-1.892114,-161.486711,0.035843,-0.042084,1.003448,0.00569,-0.024009,0.017121,57.219437,32.149597,-143.050385,,,
729862872.231833,-2.312004,-1.900071,-161.48113,0.035187,-0.046082,1.002548,0.00569,-0.024009,0.017121,57.219437,32.149597,-143.050385,,,
729862872.23515,-2.312004,-1.900071,-161.48113,0.035187,-0.046082,1.002548,0.00569,-0.024009,0.017121,57.219437,32.149597,-143.050385,,,
729862872.238494,-2.311048,-1.903347,-161.474841,0.035187,-0.046082,1.002548,-0.005874,0.005657,0.01801,57.219437,32.149597,-143.050385,,,
729862872.241879,-2.312475,-1.903807,-161.468909,0.040558,-0.038712,1.005173,-0.005874,0.005657,0.01801,57.219437,32.149597,-143.050385,,,
729862872.245242,-2.312475,-1.903807,-161.468909,0.040558,-0.038712,1.005173,-0.005874,0.005657,0.01801,57.219437,32.149597,-143.050385,,,
729862872.248498,-2.315998,-1.899815,-161.464035,0.040558,-0.038712,1.005173,-0.008739,0.023279,0.008937,57.254089,32.337387,-143.024673,,,
729862872.251843,-2.318573,-1.894622,-161.461249,0.051376,-0.034668,1.006058,-0.008739,0.023279,0.008937,57.254089,32.337387,-143.024673,,,
729862872.255177,-2.318573,-1.894622,-161.461249,0.051376,-0.034668,1.006058,-0.008739,0.023279,0.008937,57.254089,32.337387,-143.024673,,,
729862872.258497,-2.322011,-1.886808,-161.460683,0.051376,-0.034668,1.006058,-0.010372,0.041941,-0.00826,57.254089,32.337387,-143.024673,,,
729862872.261825,-2.325092,-1.876397,-161.461985,0.055679,-0.033447,1.005981,-0.010372,0.041941,-0.00826,57.254089,32.337387,-143.024673,,,
729862872.26516,-2.325092,-1.876397,-161.461985,0.055679,-0.033447,1.005981,-0.010372,0.041941,-0.00826,57.254089,32.337387,-143.024673,,,
729862872.268566,-2.329573,-1.862981,-161.465243,0.055679,-0.033447,1.005981,-0.019104,0.041562,-0.015619,57.254089,32.337387,-143.024673,,,
729862872.271813,-2.335236,-1.851829,-161.469643,0.049973,-0.030151,0.998138,-0.019104,0.041562,-0.015619,57.254089,32.337387,-143.024673,,,
729862872.275205,-2.335236,-1.851829,-161.469643,0.049973,-0.030151,0.998138,-0.019104,0.041562,-0.015619,57.254089,32.337387,-143.024673,,,
729862872.27826,-2.34248,-1.838376,-161.473396,0.049973,-0.030151,0.998138,-0.018569,0.036128,-0.013121,57.254089,32.337387,-143.024673,,,
