Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729862512.920845,1.036467,4.439378,42.933194,-0.067841,0.017258,1.01207,0.012535,0.009521,-0.049083,53.065063,-8.169083,-146.620071,,,
729862512.924221,1.038257,4.441281,42.915803,-0.07077,0.023636,0.996613,0.008565,0.009575,-0.063836,53.065063,-8.169083,-146.620071,,,
729862512.92752,1.038257,4.441281,42.915803,-0.07077,0.023636,0.996613,0.008565,0.009575,-0.063836,53.065063,-8.169083,-146.620071,,,
729862512.930852,1.038347,4.443445,42.898025,-0.07077,0.023636,0.996613,0.008565,0.009575,-0.063836,53.200668,-8.130142,-146.835297,,,
729862512.93418,1.03889,4.444761,42.880946,-0.075073,0.024963,0.99086,0.003928,0.008162,-0.05933,53.200668,-8.130142,-146.835297,,,
729862512.937585,1.03889,4.444761,42.880946,-0.075073,0.024963,0.99086,0.003928,0.008162,-0.05933,53.200668,-8.130142,-146.835297,,,
729862512.940853,1.037515,4.447349,42.864979,-0.075073,0.024963,0.99086,0.003928,0.008162,-0.05933,53.200668,-8.130142,-146.835297,,,
729862512.944169,1.037515,4.447349,42.864979,-0.088348,0.0168,0.996643,-0.002293,0.022949,-0.042887,53.200668,-8.130142,-146.835297,,,
729862512.947523,1.036458,4.450584,42.851443,-0.088348,0.0168,0.996643,-0.002293,0.022949,-0.042887,53.200668,-8.130142,-146.835297,,,
729862512.950923,1.033952,4.458089,42.841542,-0.088348,0.0168,0.996643,-0.002293,0.022949,-0.042887,53.200668,-8.130142,-146.835297,,,
729862512.954179,1.030085,4.466139,42.83513,-0.099258,0.019089,0.999252,-0.018743,0.040605,-0.02011,53.200668,-8.130142,-146.835297,,,
729862512.95753,1.030085,4.466139,42.83513,-0.099258,0.019089,0.999252,-0.018743,0.040605,-0.02011,53.200668,-8.130142,-146.835297,,,
729862512.960864,1.023369,4.47747,42.831429,-0.099258,0.019089,0.999252,-0.018743,0.040605,-0.02011,53.200668,-8.130142,-146.835297,,,
729862512.964244,1.023369,4.47747,42.831429,-0.096634,0.023056,0.99028,-0.033496,0.041973,-0.007433,53.200668,-8.130142,-146.835297,,,
729862512.967512,1.014951,4.48656,42.829751,-0.096634,0.023056,0.99028,-0.033496,0.041973,-0.007433,53.200668,-8.130142,-146.835297,,,
