Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729862490.641188,0.65083,3.674023,46.368568,-0.059662,0.011368,0.98877,-0.036602,0.012398,0.031517,48.705383,-2.86554,-147.264786,,,
729862490.644324,0.65083,3.674023,46.368568,-0.059662,0.011368,0.98877,-0.036602,0.012398,0.031517,48.705383,-2.86554,-147.264786,,,
729862490.647822,0.640762,3.679604,46.378751,-0.058701,0.007614,1.001373,-0.028562,0.036502,0.032989,48.705383,-2.86554,-147.264786,,,
729862490.651133,0.634425,3.690051,46.388583,-0.058701,0.007614,1.001373,-0.028562,0.036502,0.032989,48.705383,-2.86554,-147.264786,,,
729862490.654483,0.634425,3.690051,46.388583,-0.058701,0.007614,1.001373,-0.028562,0.036502,0.032989,48.705383,-2.86554,-147.264786,,,
729862490.657857,0.630191,3.70047,46.398097,-0.060135,0.002747,1.011871,-0.004146,0.047061,0.032255,48.705383,-2.86554,-147.264786,,,
729862490.660887,0.630191,3.70047,46.398097,-0.060135,0.002747,1.011871,-0.004146,0.047061,0.032255,48.705383,-2.86554,-147.264786,,,
729862490.664521,0.631573,3.713069,46.40664,-0.060135,0.002747,1.011871,-0.004146,0.047061,0.032255,48.705383,-2.86554,-147.264786,,,
729862490.667803,0.635149,3.724582,46.412847,-0.064087,-1.5e-05,1.014206,0.022019,0.037822,0.017737,48.705383,-2.86554,-147.264786,,,
729862490.671205,0.642693,3.732832,46.417824,-0.064087,-1.5e-05,1.014206,0.022019,0.037822,0.017737,48.705383,-2.86554,-147.264786,,,
729862490.674475,0.642693,3.732832,46.417824,-0.064087,-1.5e-05,1.014206,0.022019,0.037822,0.017737,48.705383,-2.86554,-147.264786,,,
729862490.677554,0.650155,3.735661,46.422495,-0.06897,0.002075,0.996826,0.029944,-0.003129,0.016197,48.705383,-2.86554,-147.264786,,,
729862490.681276,0.660324,3.730838,46.427052,-0.06897,0.002075,0.996826,0.029944,-0.003129,0.016197,48.69101,-2.796921,-147.510971,,,
729862490.684516,0.660324,3.730838,46.427052,-0.06897,0.002075,0.996826,0.029944,-0.003129,0.016197,48.69101,-2.796921,-147.510971,,,
729862490.687822,0.671535,3.720377,46.431578,-0.066696,0.006348,0.983139,0.040155,-0.041728,0.016624,48.69101,-2.796921,-147.510971,,,
729862490.691132,0.681938,3.706936,46.435272,-0.066696,0.006348,0.983139,0.040155,-0.041728,0.016624,48.69101,-2.796921,-147.510971,,,
729862490.69423,0.681938,3.706936,46.435272,-0.066696,0.006348,0.983139,0.040155,-0.041728,0.016624,48.69101,-2.796921,-147.510971,,,
729862490.697831,0.689369,3.692885,46.438234,-0.057358,0.016098,0.982727,0.020859,-0.040608,0.010263,48.69101,-2.796921,-147.510971,,,
729862490.701179,0.693262,3.682843,46.44018,-0.057358,0.016098,0.982727,0.020859,-0.040608,0.010263,48.69101,-2.796921,-147.510971,,,
729862490.70448,0.693262,3.682843,46.44018,-0.057358,0.016098,0.982727,0.020859,-0.040608,0.010263,48.69101,-2.796921,-147.510971,,,
729862490.707888,0.694035,3.676247,46.440463,-0.050262,0.020096,0.986084,-6e-06,-0.01111,-0.002767,48.69101,-2.796921,-147.510971,,,
729862490.710912,0.694035,3.676247,46.440463,-0.050262,0.020096,0.986084,-6e-06,-0.01111,-0.002767,48.69101,-2.796921,-147.510971,,,
729862490.714504,0.692663,3.674134,46.43972,-0.050262,0.020096,0.986084,-6e-06,-0.01111,-0.002767,48.69101,-2.796921,-147.510971,,,
729862490.717794,0.689259,3.674289,46.438636,-0.054199,0.017334,0.992432,-0.013836,0.009182,-0.006088,48.69101,-2.796921,-147.510971,,,
729862490.721164,0.684757,3.676772,46.438119,-0.054199,0.017334,0.992432,-0.013836,0.009182,-0.006088,48.412888,-2.644516,-147.343903,,,
729862490.724472,0.684757,3.676772,46.438119,-0.054199,0.017334,0.992432,-0.013836,0.009182,-0.006088,48.412888,-2.644516,-147.343903,,,
729862490.72764,0.679739,3.678576,46.438789,-0.065018,0.017029,0.99176,-0.015443,0.010596,0.002082,48.412888,-2.644516,-147.343903,,,
729862490.731197,0.67526,3.679857,46.440925,-0.065018,0.017029,0.99176,-0.015443,0.010596,0.002082,48.412888,-2.644516,-147.343903,,,
729862490.734558,0.67526,3.679857,46.440925,-0.065018,0.017029,0.99176,-0.015443,0.010596,0.002082,48.412888,-2.644516,-147.343903,,,
729862490.737813,0.669591,3.676909,46.444902,-0.068787,0.016647,0.982132,-0.019826,-0.013024,0.01453,48.412888,-2.644516,-147.343903,,,
729862490.741202,0.669591,3.671936,46.449821,-0.068787,0.016647,0.982132,-0.019826,-0.013024,0.01453,48.412888,-2.644516,-147.343903,,,
729862490.744459,0.663077,3.671936,46.449821,-0.068787,0.016647,0.982132,-0.019826,-0.013024,0.01453,48.412888,-2.644516,-147.343903,,,
729862490.747802,0.654475,3.665307,46.454737,-0.060944,0.019943,0.975128,-0.02616,-0.021146,0.014111,48.412888,-2.644516,-147.343903,,,
729862490.751177,0.654475,3.665307,46.458895,-0.060944,0.019943,0.975128,-0.02616,-0.021146,0.014111,48.412888,-2.644516,-147.343903,,,
729862490.754303,0.64624,3.658693,46.458895,-0.060944,0.019943,0.975128,-0.02616,-0.021146,0.014111,48.412888,-2.644516,-147.343903,,,
729862490.757823,0.636528,3.653264,46.461509,-0.048904,0.020218,0.984818,-0.029899,-0.018245,0.003177,48.412888,-2.644516,-147.343903,,,
729862490.761148,0.636528,3.653264,46.461509,-0.048904,0.020218,0.984818,-0.029899,-0.018245,0.003177,48.496643,-2.884537,-146.941788,,,
