Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729860283.830394,-0.678713,-4.74878,-24.882989,0.081223,-0.005432,0.984848,0.015283,0.013663,-0.00776,76.441696,3.971054,-148.050049,,,
729860283.833685,-0.678713,-4.74878,-24.882989,0.081223,-0.005432,0.984848,0.015283,0.013663,-0.00776,76.441696,3.971054,-148.050049,,,
729860283.836937,-0.676305,-4.747555,-24.885498,0.081223,-0.005432,0.984848,0.015283,0.013663,-0.00776,76.441696,3.971054,-148.050049,,,
729860283.840307,-0.676159,-4.746234,-24.889367,0.083435,-0.002991,0.971146,-0.000998,0.003801,-0.012824,76.441696,3.971054,-148.050049,,,
729860283.843601,-0.676159,-4.746234,-24.889367,0.083435,-0.002991,0.971146,-0.000998,0.003801,-0.012824,76.324753,3.726532,-147.897385,,,
729860283.846943,-0.679121,-4.74669,-24.894011,0.083435,-0.002991,0.971146,-0.000998,0.003801,-0.012824,76.324753,3.726532,-147.897385,,,
729860283.850287,-0.679121,-4.74669,-24.894011,0.077896,-0.003082,0.966904,-0.021808,-0.008213,-0.019447,76.324753,3.726532,-147.897385,,,
729860283.853615,-0.684852,-4.749225,-24.899246,0.077896,-0.003082,0.966904,-0.021808,-0.008213,-0.019447,76.324753,3.726532,-147.897385,,,
729860283.85694,-0.693124,-4.752294,-24.904317,0.077896,-0.003082,0.966904,-0.021808,-0.008213,-0.019447,76.324753,3.726532,-147.897385,,,
729860283.860287,-0.693124,-4.752294,-24.904317,0.077896,-0.003082,0.966904,-0.02932,-0.011602,-0.016042,76.324753,3.726532,-147.897385,,,
729860283.863614,-0.701515,-4.756169,-24.908977,0.074799,-0.007492,0.967682,-0.02932,-0.011602,-0.016042,76.324753,3.726532,-147.897385,,,
729860283.866935,-0.709844,-4.759388,-24.911972,0.074799,-0.007492,0.967682,-0.02932,-0.011602,-0.016042,76.324753,3.726532,-147.897385,,,
729860283.870278,-0.709844,-4.759388,-24.911972,0.074799,-0.007492,0.967682,-0.019858,-0.004925,-0.004569,76.324753,3.726532,-147.897385,,,
729860283.873669,-0.715969,-4.76241,-24.912902,0.069,-0.012909,0.9776,-0.019858,-0.004925,-0.004569,76.324753,3.726532,-147.897385,,,
729860283.876935,-0.720618,-4.763397,-24.912046,0.069,-0.012909,0.9776,-0.019858,-0.004925,-0.004569,76.324753,3.726532,-147.897385,,,
729860283.880316,-0.720618,-4.763397,-24.912046,0.069,-0.012909,0.9776,-0.004979,0.00304,0.009884,76.324753,3.726532,-147.897385,,,
729860283.883606,-0.723137,-4.763555,-24.909207,0.067093,-0.01738,0.995331,-0.004979,0.00304,0.009884,76.386917,3.880463,-147.621063,,,
729860283.886943,-0.724449,-4.762159,-24.905558,0.067093,-0.01738,0.995331,-0.004979,0.00304,0.009884,76.386917,3.880463,-147.621063,,,
729860283.890322,-0.724449,-4.762159,-24.905558,0.067093,-0.01738,0.995331,-0.004979,0.00304,0.009884,76.386917,3.880463,-147.621063,,,
729860283.893615,-0.725601,-4.759706,-24.902535,0.072586,-0.018341,0.998932,-0.002254,0.013176,0.008503,76.386917,3.880463,-147.621063,,,
729860283.896936,-0.726974,-4.755637,-24.901578,0.072586,-0.018341,0.998932,-0.002254,0.013176,0.008503,76.386917,3.880463,-147.621063,,,
729860283.900315,-0.726974,-4.755637,-24.901578,0.072586,-0.018341,0.998932,-0.002254,0.013176,0.008503,76.386917,3.880463,-147.621063,,,
729860283.903612,-0.730903,-4.751178,-24.903244,0.082214,-0.007446,0.991669,-0.015051,0.018939,-0.007538,76.386917,3.880463,-147.621063,,,
729860283.906944,-0.736211,-4.746574,-24.907179,0.082214,-0.007446,0.991669,-0.015051,0.018939,-0.007538,76.386917,3.880463,-147.621063,,,
729860283.910357,-0.736211,-4.746574,-24.907179,0.082214,-0.007446,0.991669,-0.015051,0.018939,-0.007538,76.386917,3.880463,-147.621063,,,
729860283.913672,-0.745369,-4.743349,-24.912954,0.089554,-0.001053,0.981003,-0.034719,0.011561,-0.017894,76.386917,3.880463,-147.621063,,,
729860283.916937,-0.755635,-4.741773,-24.920193,0.089554,-0.001053,0.981003,-0.034719,0.011561,-0.017894,76.386917,3.880463,-147.621063,,,
729860283.920319,-0.755635,-4.741773,-24.920193,0.089554,-0.001053,0.981003,-0.034719,0.011561,-0.017894,76.386917,3.880463,-147.621063,,,
729860283.923636,-0.76962,-4.740371,-24.92769,0.085831,-0.002701,0.97525,-0.053727,0.008863,-0.022324,76.386917,3.880463,-147.621063,,,
729860283.926943,-0.783869,-4.740049,-24.934702,0.085831,-0.002701,0.97525,-0.053727,0.008863,-0.022324,76.297729,4.029037,-148.471344,,,
729860283.930325,-0.783869,-4.740049,-24.934702,0.085831,-0.002701,0.97525,-0.053727,0.008863,-0.022324,76.297729,4.029037,-148.471344,,,
729860283.933623,-0.801682,-4.741069,-24.941151,0.075363,-0.008286,0.980865,-0.066113,-0.001018,-0.017315,76.297729,4.029037,-148.471344,,,
729860283.93694,-0.81849,-4.742213,-24.946564,0.075363,-0.008286,0.980865,-0.066113,-0.001018,-0.017315,76.297729,4.029037,-148.471344,,,
