Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729605409.327648,0.345721,-3.504217,-14.794979,0.075134,0.024155,1.07402,0.112491,-0.06431,-0.038584,65.677597,7.724518,-146.519165,,,
729605409.327872,0.345721,-3.504217,-14.794979,0.075134,0.024155,1.07402,0.112491,-0.06431,-0.038584,65.677597,7.724518,-146.519165,,,
729605409.331577,0.345721,-3.504217,-14.794979,0.075134,0.024155,1.07402,0.112491,-0.06431,-0.038584,65.677597,7.724518,-146.519165,,,
729605409.334931,0.379222,-3.491012,-14.803231,0.075134,0.024155,1.07402,0.110958,0.064867,-0.038683,65.677597,7.724518,-146.519165,,,
729605409.338241,0.409721,-3.463411,-14.81121,0.082947,0.02446,1.055008,0.110958,0.064867,-0.038683,65.677597,7.724518,-146.519165,,,
729605409.341571,0.409721,-3.463411,-14.81121,0.082947,0.02446,1.055008,0.110958,0.064867,-0.038683,65.677597,7.724518,-146.519165,,,
729605409.344871,0.438606,-3.426184,-14.817237,0.082947,0.02446,1.055008,0.093896,0.136553,-0.024295,65.677597,7.724518,-146.519165,,,
729605409.348179,0.464741,-3.385788,-14.824903,0.071045,0.013229,1.023254,0.093896,0.136553,-0.024295,65.677597,7.724518,-146.519165,,,
729605409.351248,0.464741,-3.385788,-14.824903,0.071045,0.013229,1.023254,0.093896,0.136553,-0.024295,65.677597,7.724518,-146.519165,,,
729605409.354928,0.488965,-3.345627,-14.829566,0.071045,0.013229,1.023254,0.080808,0.141687,0.008337,65.686142,7.583313,-146.551941,,,
729605409.358252,0.510733,-3.310815,-14.830506,0.054932,0.003967,1.00058,0.080808,0.141687,0.008337,65.686142,7.583313,-146.551941,,,
729605409.361547,0.510733,-3.310815,-14.830506,0.054932,0.003967,1.00058,0.080808,0.141687,0.008337,65.686142,7.583313,-146.551941,,,
729605409.364967,0.530718,-3.280784,-14.835009,0.054932,0.003967,1.00058,0.070016,0.09431,-0.021953,65.686142,7.583313,-146.551941,,,
729605409.368275,0.550064,-3.262036,-14.842393,0.049835,0.019547,0.986389,0.070016,0.09431,-0.021953,65.686142,7.583313,-146.551941,,,
729605409.371611,0.550064,-3.262036,-14.842393,0.049835,0.019547,0.986389,0.070016,0.09431,-0.021953,65.686142,7.583313,-146.551941,,,
729605409.375021,0.568298,-3.251823,-14.853778,0.049835,0.019547,0.986389,0.06423,0.021029,-0.045609,65.686142,7.583313,-146.551941,,,
729605409.378223,0.568298,-3.251823,-14.853778,0.049835,0.019547,0.986389,0.06423,0.021029,-0.045609,65.686142,7.583313,-146.551941,,,
729605409.381569,0.586882,-3.253261,-14.868688,0.046173,0.022293,0.978714,0.06423,0.021029,-0.045609,65.686142,7.583313,-146.551941,,,
729605409.384946,0.586882,-3.253261,-14.868688,0.046173,0.022293,0.978714,0.06423,0.021029,-0.045609,65.686142,7.583313,-146.551941,,,
729605409.388212,0.624715,-3.282031,-14.908868,0.0439,0.022552,0.982574,0.062419,-0.0423,-0.071831,65.686142,7.583313,-146.551941,,,
729605409.39163,0.624715,-3.282031,-14.908868,0.0439,0.022552,0.982574,0.062419,-0.0423,-0.071831,65.686142,7.583313,-146.551941,,,
729605409.39489,0.645069,-3.306505,-14.932958,0.0439,0.022552,0.982574,0.067257,-0.089709,-0.089623,65.767685,7.715942,-146.282883,,,
729605409.398213,0.667934,-3.335242,-14.957312,0.044922,0.018707,0.987762,0.067257,-0.089709,-0.089623,65.767685,7.715942,-146.282883,,,
729605409.401587,0.667934,-3.335242,-14.957312,0.044922,0.018707,0.987762,0.067257,-0.089709,-0.089623,65.767685,7.715942,-146.282883,,,
729605409.404894,0.693311,-3.364802,-14.980834,0.044922,0.018707,0.987762,0.086548,-0.100994,-0.087997,65.767685,7.715942,-146.282883,,,
