Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729600843.602642,1.296279,1.218633,-4.391648,-0.030563,0.036926,0.981155,-0.018425,0.024835,-0.000883,67.735321,8.564789,-147.551208,,,
729600843.606285,1.291131,1.217278,-4.390673,-0.028275,0.031647,0.993393,-0.013758,0.005575,0.00442,67.735321,8.564789,-147.551208,,,
729600843.60958,1.28763,1.216159,-4.388005,-0.028275,0.031647,0.993393,-0.013758,0.005575,0.00442,67.735321,8.564789,-147.551208,,,
729600843.612916,1.28763,1.216159,-4.388005,-0.028275,0.031647,0.993393,-0.013758,0.005575,0.00442,67.506012,8.726288,-147.833664,,,
729600843.616277,1.284809,1.208615,-4.383648,-0.03038,0.023865,0.990875,-0.004114,-0.015403,0.015854,67.506012,8.726288,-147.833664,,,
729600843.619323,1.284094,1.203149,-4.378139,-0.03038,0.023865,0.990875,-0.004114,-0.015403,0.015854,67.506012,8.726288,-147.833664,,,
729600843.622962,1.284094,1.203149,-4.378139,-0.03038,0.023865,0.990875,-0.004114,-0.015403,0.015854,67.506012,8.726288,-147.833664,,,
729600843.626246,1.284597,1.194768,-4.372629,-0.033325,0.021088,0.996216,0.010931,-0.01237,0.015654,67.506012,8.726288,-147.833664,,,
729600843.629584,1.288876,1.191137,-4.368976,-0.033325,0.021088,0.996216,0.010931,-0.01237,0.015654,67.506012,8.726288,-147.833664,,,
729600843.63291,1.288876,1.191137,-4.368976,-0.033325,0.021088,0.996216,0.010931,-0.01237,0.015654,67.506012,8.726288,-147.833664,,,
729600843.635976,1.295287,1.186691,-4.366472,-0.021378,0.025925,1.006973,0.03133,-0.006833,0.007857,67.506012,8.726288,-147.833664,,,
729600843.63962,1.304926,1.183672,-4.364258,-0.021378,0.025925,1.006973,0.03133,-0.006833,0.007857,67.506012,8.726288,-147.833664,,,
729600843.642917,1.304926,1.183672,-4.364258,-0.021378,0.025925,1.006973,0.03133,-0.006833,0.007857,67.506012,8.726288,-147.833664,,,
729600843.646313,1.316744,1.181907,-4.36168,-0.021667,0.026184,1.001968,0.04234,-0.001368,0.010702,67.506012,8.726288,-147.833664,,,
729600843.649581,1.327592,1.181847,-4.357967,-0.021667,0.026184,1.001968,0.04234,-0.001368,0.010702,67.506012,8.726288,-147.833664,,,
729600843.652635,1.327592,1.181847,-4.357967,-0.021667,0.026184,1.001968,0.04234,-0.001368,0.010702,67.506012,8.726288,-147.833664,,,
729600843.656282,1.338493,1.185933,-4.352733,-0.025833,0.027817,0.995071,0.022366,0.014301,0.021169,67.60643,8.779358,-147.475571,,,
729600843.659572,1.342889,1.18963,-4.345432,-0.025833,0.027817,0.995071,0.022366,0.014301,0.021169,67.60643,8.779358,-147.475571,,,
729600843.662938,1.342889,1.18963,-4.345432,-0.025833,0.027817,0.995071,0.022366,0.014301,0.021169,67.60643,8.779358,-147.475571,,,
729600843.666251,1.346654,1.196589,-4.335874,-0.028229,0.035568,0.988327,-0.007541,0.022423,0.036575,67.60643,8.779358,-147.475571,,,
729600843.669352,1.341748,1.202363,-4.324079,-0.028229,0.035568,0.988327,-0.007541,0.022423,0.036575,67.60643,8.779358,-147.475571,,,
729600843.672965,1.341748,1.202363,-4.324079,-0.028229,0.035568,0.988327,-0.007541,0.022423,0.036575,67.60643,8.779358,-147.475571,,,
729600843.676295,1.334686,1.211747,-4.311164,-0.032227,0.037354,0.980972,-0.041563,0.033543,0.044017,67.60643,8.779358,-147.475571,,,
729600843.679599,1.321222,1.220514,-4.296809,-0.032227,0.037354,0.980972,-0.041563,0.033543,0.044017,67.60643,8.779358,-147.475571,,,
729600843.683002,1.321222,1.220514,-4.296809,-0.032227,0.037354,0.980972,-0.041563,0.033543,0.044017,67.60643,8.779358,-147.475571,,,
729600843.685973,1.306496,1.230929,-4.281554,-0.032394,0.031418,0.986923,-0.058581,0.033908,0.050186,67.60643,8.779358,-147.475571,,,
729600843.689621,1.289611,1.237911,-4.266494,-0.032394,0.031418,0.986923,-0.058581,0.033908,0.050186,67.60643,8.779358,-147.475571,,,
729600843.692907,1.289611,1.237911,-4.266494,-0.032394,0.031418,0.986923,-0.058581,0.033908,0.050186,67.60643,8.779358,-147.475571,,,
729600843.696327,1.272758,1.243966,-4.25107,-0.034592,0.023636,0.992035,-0.057129,0.009998,0.053137,67.617661,8.773453,-147.811829,,,
729600843.699652,1.25708,1.243517,-4.235092,-0.034592,0.023636,0.992035,-0.057129,0.009998,0.053137,67.617661,8.773453,-147.811829,,,
729600843.702649,1.25708,1.243517,-4.235092,-0.034592,0.023636,0.992035,-0.057129,0.009998,0.053137,67.617661,8.773453,-147.811829,,,
729600843.706286,1.244219,1.240244,-4.219075,-0.041199,0.014694,1.000488,-0.038262,-0.020846,0.054041,67.617661,8.773453,-147.811829,,,
729600843.709605,1.234787,1.23045,-4.202736,-0.041199,0.014694,1.000488,-0.038262,-0.020846,0.054041,67.617661,8.773453,-147.811829,,,
729600843.712923,1.234787,1.23045,-4.202736,-0.041199,0.014694,1.000488,-0.038262,-0.020846,0.054041,67.617661,8.773453,-147.811829,,,
729600843.71625,1.228985,1.2153,-4.186505,-0.040207,0.00351,1.012131,-0.021147,-0.055191,0.05365,67.617661,8.773453,-147.811829,,,
729600843.719318,1.228985,1.195418,-4.170536,-0.040207,0.00351,1.012131,-0.021147,-0.055191,0.05365,67.617661,8.773453,-147.811829,,,
729600843.722947,1.223861,1.195418,-4.170536,-0.040207,0.00351,1.012131,-0.021147,-0.055191,0.05365,67.617661,8.773453,-147.811829,,,
729600843.726246,1.222245,1.170377,-4.154091,-0.040771,-0.002533,1.015427,-0.003712,-0.095538,0.057451,67.617661,8.773453,-147.811829,,,
729600843.729598,1.223317,1.139506,-4.137162,-0.040771,-0.002533,1.015427,-0.003712,-0.095538,0.057451,67.617661,8.773453,-147.811829,,,
729600843.732974,1.223317,1.139506,-4.137162,-0.040771,-0.002533,1.015427,-0.003712,-0.095538,0.057451,67.617661,8.773453,-147.811829,,,
729600843.735991,1.231228,1.107209,-4.120637,-0.035751,-0.004501,1.024887,0.028912,-0.117309,0.055559,67.36499,8.986877,-147.122253,,,
