Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729608414.940251,1.712018,-0.046801,54.523022,-0.010925,0.014389,1.006607,0.013786,0.022974,0.015677,63.828613,21.635529,-148.356079,,,
729608414.943682,1.712018,-0.046801,54.523022,-0.010925,0.014389,1.006607,0.013786,0.022974,0.015677,63.828613,21.635529,-148.356079,,,
729608414.946922,1.715755,-0.042166,54.528968,-0.010925,0.014389,1.006607,0.013786,0.022974,0.015677,63.828613,21.635529,-148.356079,,,
729608414.95025,1.721084,-0.035536,54.536351,-0.007767,0.015457,1.002365,0.012334,0.015532,0.027041,63.828613,21.635529,-148.356079,,,
729608414.953593,1.721084,-0.035536,54.536351,-0.007767,0.015457,1.002365,0.012334,0.015532,0.027041,63.828613,21.635529,-148.356079,,,
729608414.956906,1.724561,-0.03284,54.54439,-0.007767,0.015457,1.002365,0.012334,0.015532,0.027041,63.828613,21.635529,-148.356079,,,
729608414.960253,1.728616,-0.029593,54.552247,-0.003845,0.023544,1.00293,0.015664,0.004132,0.023509,63.828613,21.635529,-148.356079,,,
729608414.963574,1.728616,-0.029593,54.552247,-0.003845,0.023544,1.00293,0.015664,0.004132,0.023509,63.828613,21.635529,-148.356079,,,
729608414.966921,1.732494,-0.030321,54.558624,-0.003845,0.023544,1.00293,0.015664,0.004132,0.023509,63.828613,21.635529,-148.356079,,,
729608414.970242,1.735689,-0.034121,54.562783,0.007568,0.032379,0.999298,0.012018,-0.012965,0.008821,63.828613,21.635529,-148.356079,,,
729608414.97363,1.735689,-0.034121,54.562783,0.007568,0.032379,0.999298,0.012018,-0.012965,0.008821,64.110779,21.863174,-148.469086,,,
729608414.976925,1.738437,-0.038332,54.565331,0.007568,0.032379,0.999298,0.012018,-0.012965,0.008821,64.110779,21.863174,-148.469086,,,
729608414.980349,1.738698,-0.043928,54.566483,0.017105,0.036194,0.997879,0.001994,0.000421,-0.001201,64.110779,21.863174,-148.469086,,,
729608414.983569,1.738698,-0.043928,54.566483,0.017105,0.036194,0.997879,0.001994,0.000421,-0.001201,64.110779,21.863174,-148.469086,,,
729608414.986925,1.738612,-0.043967,54.566755,0.017105,0.036194,0.997879,0.001994,0.000421,-0.001201,64.110779,21.863174,-148.469086,,,
729608414.990256,1.736809,-0.043943,54.5661,0.021912,0.036713,1.004913,-0.007949,0.018277,-0.005809,64.110779,21.863174,-148.469086,,,
729608414.993687,1.736809,-0.043943,54.5661,0.021912,0.036713,1.004913,-0.007949,0.018277,-0.005809,64.110779,21.863174,-148.469086,,,
729608414.996935,1.734863,-0.038747,54.564276,0.021912,0.036713,1.004913,-0.007949,0.018277,-0.005809,64.110779,21.863174,-148.469086,,,
729608415.000267,1.733349,-0.031578,54.561845,0.024216,0.034988,1.007919,-0.000464,0.039747,-0.013009,64.110779,21.863174,-148.469086,,,
729608415.003606,1.733349,-0.031578,54.561845,0.024216,0.034988,1.007919,-0.000464,0.039747,-0.013009,64.110779,21.863174,-148.469086,,,
729608415.00664,1.733425,-0.02149,54.558756,0.024216,0.034988,1.007919,-0.000464,0.039747,-0.013009,64.110779,21.863174,-148.469086,,,
729608415.010201,1.73418,-0.009712,54.555309,0.016968,0.027328,1.01442,0.013561,0.035756,-0.015687,64.110779,21.863174,-148.469086,,,
729608415.013595,1.73418,-0.009712,54.555309,0.016968,0.027328,1.01442,0.013561,0.035756,-0.015687,63.895493,21.693375,-148.343826,,,
729608415.016936,1.73884,-0.000313,54.552135,0.016968,0.027328,1.01442,0.013561,0.035756,-0.015687,63.895493,21.693375,-148.343826,,,
729608415.020251,1.74178,0.008507,54.54991,0.005325,0.019958,1.006821,0.024959,0.013341,-0.006733,63.895493,21.693375,-148.343826,,,
729608415.023595,1.74178,0.008507,54.54991,0.005325,0.019958,1.006821,0.024959,0.013341,-0.006733,63.895493,21.693375,-148.343826,,,
729608415.026943,1.748514,0.010987,54.548298,0.005325,0.019958,1.006821,0.024959,0.013341,-0.006733,63.895493,21.693375,-148.343826,,,
729608415.03025,1.750068,0.013075,54.54547,0.000793,0.024246,1.002289,0.021796,-0.008122,-0.012172,63.895493,21.693375,-148.343826,,,
729608415.033687,1.750068,0.013075,54.54547,0.000793,0.024246,1.002289,0.021796,-0.008122,-0.012172,63.895493,21.693375,-148.343826,,,
729608415.036914,1.754971,0.009218,54.541642,0.000793,0.024246,1.002289,0.021796,-0.008122,-0.012172,63.895493,21.693375,-148.343826,,,
729608415.040258,1.756449,0.003304,54.537821,0.002502,0.03511,0.998886,0.014023,-0.030571,-0.016717,63.895493,21.693375,-148.343826,,,
729608415.043589,1.756449,0.003304,54.537821,0.002502,0.03511,0.998886,0.014023,-0.030571,-0.016717,63.895493,21.693375,-148.343826,,,
729608415.046997,1.759945,-0.006415,54.534235,0.002502,0.03511,0.998886,0.014023,-0.030571,-0.016717,63.895493,21.693375,-148.343826,,,
729608415.050244,1.762777,-0.017604,54.531176,-0.00325,0.036057,1.004974,0.011416,-0.036314,-0.008664,63.895493,21.693375,-148.343826,,,
729608415.05358,1.762777,-0.017604,54.531176,-0.00325,0.036057,1.004974,0.011416,-0.036314,-0.008664,63.895493,21.693375,-148.343826,,,
729608415.056983,1.765547,-0.028456,54.529179,-0.00325,0.036057,1.004974,0.011416,-0.036314,-0.008664,63.770935,21.71846,-148.444061,,,
729608415.060253,1.769023,-0.043167,54.528219,-0.001419,0.032944,1.007675,0.008183,-0.036252,-0.003592,63.770935,21.71846,-148.444061,,,
729608415.063656,1.769023,-0.043167,54.528219,-0.001419,0.032944,1.007675,0.008183,-0.036252,-0.003592,63.770935,21.71846,-148.444061,,,
729608415.066946,1.7718,-0.053143,54.526949,-0.001419,0.032944,1.007675,0.008183,-0.036252,-0.003592,63.770935,21.71846,-148.444061,,,
729608415.070261,1.776534,-0.067499,54.525403,0.004974,0.037552,1.010361,0.010468,-0.025835,-0.006848,63.770935,21.71846,-148.444061,,,
729608415.073584,1.776534,-0.067499,54.525403,0.004974,0.037552,1.010361,0.010468,-0.025835,-0.006848,63.770935,21.71846,-148.444061,,,
729608415.076945,1.78016,-0.076217,54.524098,0.004974,0.037552,1.010361,0.010468,-0.025835,-0.006848,63.770935,21.71846,-148.444061,,,
729608415.080259,1.785966,-0.092688,54.523564,0.004486,0.044586,1.012772,0.021869,-0.03537,-0.002697,63.770935,21.71846,-148.444061,,,
729608415.083577,1.785966,-0.092688,54.523564,0.004486,0.044586,1.012772,0.021869,-0.03537,-0.002697,63.770935,21.71846,-148.444061,,,
729608415.086933,1.792598,-0.104354,54.523827,0.004486,0.044586,1.012772,0.021869,-0.03537,-0.002697,63.770935,21.71846,-148.444061,,,
729608415.090245,1.800676,-0.122602,54.525317,-0.001404,0.041275,1.012421,0.035175,-0.044873,0.005194,63.770935,21.71846,-148.444061,,,
729608415.093592,1.800676,-0.122602,54.525317,-0.001404,0.041275,1.012421,0.035175,-0.044873,0.005194,63.770935,21.71846,-148.444061,,,
729608415.096912,1.81025,-0.135734,54.526851,-0.001404,0.041275,1.012421,0.035175,-0.044873,0.005194,63.876755,21.664017,-148.442062,,,
729608415.100246,1.818718,-0.150628,54.528763,-0.001129,0.036301,1.014816,0.041451,-0.042183,0.003488,63.876755,21.664017,-148.442062,,,
729608415.103587,1.818718,-0.150628,54.528763,-0.001129,0.036301,1.014816,0.041451,-0.042183,0.003488,63.876755,21.664017,-148.442062,,,
729608415.106908,1.830604,-0.1638,54.530383,-0.001129,0.036301,1.014816,0.041451,-0.042183,0.003488,63.876755,21.664017,-148.442062,,,
729608415.110255,1.840005,-0.176661,54.531889,0.004181,0.039795,1.010651,0.047537,-0.040849,0.006542,63.876755,21.664017,-148.442062,,,
729608415.113635,1.840005,-0.176661,54.531889,0.004181,0.039795,1.010651,0.047537,-0.040849,0.006542,63.876755,21.664017,-148.442062,,,
729608415.116917,1.852167,-0.188717,54.533931,0.004181,0.039795,1.010651,0.047537,-0.040849,0.006542,63.876755,21.664017,-148.442062,,,
729608415.120256,1.863551,-0.19786,54.536436,-0.001526,0.043808,1.00885,0.041211,-0.020887,0.011441,63.876755,21.664017,-148.442062,,,
729608415.123573,1.863551,-0.19786,54.536436,-0.001526,0.043808,1.00885,0.041211,-0.020887,0.011441,63.876755,21.664017,-148.442062,,,
729608415.126989,1.874806,-0.20519,54.539631,-0.001526,0.043808,1.00885,0.041211,-0.020887,0.011441,63.876755,21.664017,-148.442062,,,
729608415.130231,1.886477,-0.209758,54.543451,-0.005249,0.040527,1.006226,0.032592,-0.014541,0.011485,63.876755,21.664017,-148.442062,,,
729608415.133624,1.886477,-0.209758,54.543451,-0.005249,0.040527,1.006226,0.032592,-0.014541,0.011485,63.876755,21.664017,-148.442062,,,
729608415.136907,1.89579,-0.215212,54.547809,-0.005249,0.040527,1.006226,0.032592,-0.014541,0.011485,63.613815,21.363068,-148.356918,,,
729608415.140249,1.904181,-0.21988,54.5519,-0.004349,0.040665,0.998947,0.030834,-0.0253,0.010315,63.613815,21.363068,-148.356918,,,
729608415.143593,1.904181,-0.21988,54.5519,-0.004349,0.040665,0.998947,0.030834,-0.0253,0.010315,63.613815,21.363068,-148.356918,,,
729608415.14692,1.912361,-0.22823,54.555313,-0.004349,0.040665,0.998947,0.030834,-0.0253,0.010315,63.613815,21.363068,-148.356918,,,
729608415.150255,1.920731,-0.237232,54.558175,-0.005234,0.041687,0.992538,0.028132,-0.032027,0.008666,63.613815,21.363068,-148.356918,,,
729608415.153689,1.920731,-0.237232,54.558175,-0.005234,0.041687,0.992538,0.028132,-0.032027,0.008666,63.613815,21.363068,-148.356918,,,
729608415.156898,1.928456,-0.246908,54.561428,-0.005234,0.041687,0.992538,0.028132,-0.032027,0.008666,63.613815,21.363068,-148.356918,,,
729608415.160255,1.938463,-0.257654,54.566117,-0.009354,0.03981,0.99057,0.028036,-0.039483,0.021062,63.613815,21.363068,-148.356918,,,
729608415.163592,1.938463,-0.257654,54.566117,-0.009354,0.03981,0.99057,0.028036,-0.039483,0.021062,63.613815,21.363068,-148.356918,,,
729608415.167009,1.946054,-0.269192,54.572732,-0.009354,0.03981,0.99057,0.028036,-0.039483,0.021062,63.613815,21.363068,-148.356918,,,
729608415.170247,1.95536,-0.27992,54.581366,-0.014069,0.03125,0.985962,0.024971,-0.034668,0.033498,63.613815,21.363068,-148.356918,,,
729608415.173584,1.95536,-0.27992,54.581366,-0.014069,0.03125,0.985962,0.024971,-0.034668,0.033498,63.613815,21.363068,-148.356918,,,
729608415.176921,1.961935,-0.29147,54.591608,-0.014069,0.03125,0.985962,0.024971,-0.034668,0.033498,63.511932,21.577805,-148.37326,,,
729608415.180252,1.967967,-0.30068,54.602206,-0.006973,0.031921,0.983612,0.017545,-0.033371,0.03789,63.511932,21.577805,-148.37326,,,
729608415.183586,1.967967,-0.30068,54.602206,-0.006973,0.031921,0.983612,0.017545,-0.033371,0.03789,63.511932,21.577805,-148.37326,,,
729608415.186915,1.972912,-0.31137,54.612486,-0.006973,0.031921,0.983612,0.017545,-0.033371,0.03789,63.511932,21.577805,-148.37326,,,
729608415.190256,1.978254,-0.319133,54.62255,0.001877,0.035858,0.981583,0.014046,-0.01431,0.035072,63.511932,21.577805,-148.37326,,,
