Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729608310.473772,0.454373,-2.826848,53.932267,0.079178,0.009247,0.983887,0.018452,0.015055,-0.002459,60.265106,22.913315,-146.753876,,,
729608310.477107,0.454373,-2.826848,53.932267,0.079178,0.009247,0.983887,0.018452,0.015055,-0.002459,60.265106,22.913315,-146.753876,,,
729608310.48046,0.459563,-2.822145,53.931388,0.079178,0.009247,0.983887,0.018452,0.015055,-0.002459,60.265106,22.913315,-146.753876,,,
729608310.483776,0.462134,-2.807072,53.929049,0.083862,0.004517,0.98288,0.023605,0.040738,-0.013313,60.265106,22.913315,-146.753876,,,
729608310.487141,0.462134,-2.807072,53.925286,0.083862,0.004517,0.98288,0.023605,0.040738,-0.013313,60.265106,22.913315,-146.753876,,,
729608310.490458,0.468514,-2.795439,53.925286,0.083862,0.004517,0.98288,0.023605,0.040738,-0.013313,60.363129,22.997864,-146.451141,,,
729608310.493838,0.472679,-2.775972,53.919915,0.086197,0.006561,0.981949,0.03031,0.057278,-0.027368,60.363129,22.997864,-146.451141,,,
729608310.497106,0.472679,-2.775972,53.919915,0.086197,0.006561,0.981949,0.03031,0.057278,-0.027368,60.363129,22.997864,-146.451141,,,
729608310.500462,0.482023,-2.760363,53.912815,0.086197,0.006561,0.981949,0.03031,0.057278,-0.027368,60.363129,22.997864,-146.451141,,,
729608310.503776,0.490013,-2.741004,53.904224,0.083969,0.007767,0.979904,0.041465,0.063108,-0.034493,60.363129,22.997864,-146.451141,,,
729608310.507229,0.502598,-2.723761,53.894856,0.083969,0.007767,0.979904,0.041465,0.063108,-0.034493,60.363129,22.997864,-146.451141,,,
729608310.51044,0.502598,-2.723761,53.894856,0.083969,0.007767,0.979904,0.041465,0.063108,-0.034493,60.363129,22.997864,-146.451141,,,
729608310.513844,0.513058,-2.705712,53.885333,0.076263,0.003967,0.974884,0.040814,0.063104,-0.038226,60.363129,22.997864,-146.451141,,,
729608310.517136,0.513058,-2.705712,53.885333,0.076263,0.003967,0.974884,0.040814,0.063104,-0.038226,60.363129,22.997864,-146.451141,,,
729608310.520548,0.52555,-2.688859,53.875732,0.076263,0.003967,0.974884,0.040814,0.063104,-0.038226,60.363129,22.997864,-146.451141,,,
729608310.523816,0.53431,-2.673958,53.865188,0.074493,0.010147,0.96524,0.034889,0.05511,-0.043443,60.363129,22.997864,-146.451141,,,
729608310.527148,0.53431,-2.673958,53.865188,0.074493,0.010147,0.96524,0.034889,0.05511,-0.043443,60.363129,22.997864,-146.451141,,,
729608310.530519,0.543355,-2.659283,53.85303,0.074493,0.010147,0.96524,0.034889,0.05511,-0.043443,60.239273,22.79509,-146.694214,,,
729608310.533881,0.549502,-2.64909,53.839516,0.068893,0.020523,0.958099,0.016729,0.043622,-0.05381,60.239273,22.79509,-146.694214,,,
729608310.537135,0.549502,-2.64909,53.839516,0.068893,0.020523,0.958099,0.016729,0.043622,-0.05381,60.239273,22.79509,-146.694214,,,
729608310.540477,0.554846,-2.637479,53.824707,0.068893,0.020523,0.958099,0.016729,0.043622,-0.05381,60.239273,22.79509,-146.694214,,,
729608310.543788,0.556746,-2.634184,53.808122,0.069077,0.024811,0.95961,-0.001625,0.033251,-0.064124,60.239273,22.79509,-146.694214,,,
729608310.547148,0.556746,-2.634184,53.808122,0.069077,0.024811,0.95961,-0.001625,0.033251,-0.064124,60.239273,22.79509,-146.694214,,,
729608310.550467,0.556233,-2.626321,53.78962,0.069077,0.024811,0.95961,-0.001625,0.033251,-0.064124,60.239273,22.79509,-146.694214,,,
729608310.55378,0.554519,-2.627816,53.769869,0.066772,0.024277,0.961334,-0.013035,0.024718,-0.073326,60.239273,22.79509,-146.694214,,,
