Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729706834.124222,-1.693183,2.898275,-27.36866,-0.048599,-0.026596,0.985458,-0.014819,0.024545,-0.003186,60.791046,30.991333,-145.808334,,,
729706834.126766,-1.697582,2.903796,116.541403,-0.048599,-0.026596,0.985458,-0.014819,0.024545,-0.003186,60.791046,30.991333,-145.808334,,,
729706834.127923,-1.69759,2.903762,-27.368785,-0.048599,-0.026596,0.985458,-0.014819,0.024545,-0.003186,60.791046,30.991333,-145.808334,,,
729706834.130082,-1.702657,2.907696,116.541167,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.132226,-1.702664,2.907662,-27.369019,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.133503,-1.702657,2.907696,116.541167,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.134222,-1.702664,2.907662,-27.369019,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.136755,-1.708525,2.908975,116.540499,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.137989,-1.708533,2.908941,-27.369684,-0.053574,-0.027145,0.985519,-0.018366,0.012883,-0.004126,61.195404,30.881546,-145.882324,,,
729706834.140075,-1.715779,2.907961,116.54005,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.142502,-1.715787,2.907927,-27.370136,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.143449,-1.715779,2.907961,116.54005,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.144224,-1.715787,2.907927,-27.370136,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.146734,-1.721654,2.902412,116.539965,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.147934,-1.721661,2.902378,-27.370209,-0.054276,-0.030807,0.987503,-0.02447,-0.006595,-0.003018,61.195404,30.881546,-145.882324,,,
729706834.150077,-1.728954,2.894358,116.539756,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.152174,-1.728961,2.894324,-27.370418,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.153417,-1.728954,2.894358,116.539756,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.15422,-1.728961,2.894324,-27.370418,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.156734,-1.735245,2.883944,116.538813,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.158189,-1.735252,2.883911,-27.371365,-0.055252,-0.032562,0.988068,-0.026472,-0.028891,-0.0042,61.195404,30.881546,-145.882324,,,
729706834.160075,-1.741415,2.873977,116.536829,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.162054,-1.741422,2.873943,-27.373349,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.163414,-1.741415,2.873977,116.536829,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.164215,-1.741422,2.873943,-27.373349,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.166752,-1.746818,2.864224,116.534265,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.168375,-1.746825,2.86419,-27.375914,-0.04953,-0.029068,0.996368,-0.020473,-0.031724,-0.011325,61.195404,30.881546,-145.882324,,,
729706834.170102,-1.751327,2.857588,116.531107,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.172166,-1.751335,2.857554,-27.379074,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.173412,-1.751327,2.857588,116.531107,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.174245,-1.751335,2.857554,-27.379074,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.176738,-1.755023,2.852037,116.526997,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.178206,-1.75503,2.852003,-27.383183,-0.043228,-0.029419,1.003662,-0.012932,-0.016197,-0.015288,60.960861,30.903519,-145.884003,,,
729706834.180081,-1.75791,2.851493,116.522849,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.182527,-1.757917,2.851459,-27.387339,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.183503,-1.75791,2.851493,116.522849,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.18422,-1.757917,2.851459,-27.387339,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.186819,-1.759391,2.852969,116.518877,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.187567,-1.759398,2.852935,-27.391301,-0.042068,-0.032272,1.006592,-0.00706,0.008217,-0.015573,60.960861,30.903519,-145.884003,,,
729706834.190077,-1.760299,2.857814,116.515234,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.192065,-1.760306,2.85778,-27.39494,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.193417,-1.760299,2.857814,116.515234,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.194219,-1.760306,2.85778,-27.39494,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.196744,-1.760291,2.864415,116.512207,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.197823,-1.760298,2.864381,-27.397968,-0.045807,-0.032608,1.005646,-0.000431,0.023998,-0.013235,60.960861,30.903519,-145.884003,,,
729706834.200078,-1.760555,2.873253,116.510265,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.202794,-1.760563,2.873219,-27.399905,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.203456,-1.760555,2.873253,116.510265,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.204229,-1.760563,2.873219,-27.399905,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.206783,-1.759862,2.883684,116.509407,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.207998,-1.759869,2.88365,-27.400768,-0.049805,-0.031509,1.003067,0.000742,0.037042,-0.005684,60.960861,30.903519,-145.884003,,,
729706834.210083,-1.759874,2.893228,116.509233,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.213498,-1.759882,2.893194,-27.400946,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.213778,-1.759874,2.893228,116.509233,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.214192,-1.759882,2.893194,-27.400946,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.216748,-1.759738,2.901841,116.509646,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.217911,-1.759746,2.901807,-27.400534,-0.05304,-0.031296,1.0009,-0.000209,0.032926,-0.000916,61.036072,30.85054,-145.750931,,,
729706834.220093,-1.759375,2.907007,116.51015,-0.055359,-0.030029,0.996628,0.002323,0.013745,-4.4e-05,61.036072,30.85054,-145.750931,,,
729706834.222802,-1.759382,2.906973,-27.400032,-0.055359,-0.030029,0.996628,0.002323,0.013745,-4.4e-05,61.036072,30.85054,-145.750931,,,
729706834.223256,-1.759375,2.907007,116.51015,-0.055359,-0.030029,0.996628,0.002323,0.013745,-4.4e-05,61.036072,30.85054,-145.750931,,,
729706834.224256,-1.759382,2.906973,-27.400032,-0.055359,-0.030029,0.996628,0.002323,0.013745,-4.4e-05,61.036072,30.85054,-145.750931,,,
