Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729706078.92443,-8.745193,2.419468,171.480218,-0.046753,-0.157639,0.990906,-0.001876,0.017138,-0.004789,87.477234,18.594498,-146.949554,,,
729706078.927763,-8.745193,2.419468,171.480218,-0.046753,-0.157639,0.990906,-0.001876,0.017138,-0.004789,87.477234,18.594498,-146.949554,,,
729706078.931125,-8.746766,2.424081,171.479536,-0.046753,-0.157639,0.990906,-0.001876,0.017138,-0.004789,87.477234,18.594498,-146.949554,,,
729706078.934493,-8.74807,2.428678,171.47838,-0.047379,-0.157013,0.989182,-0.002083,0.02058,-0.007607,87.477234,18.594498,-146.949554,,,
729706078.937762,-8.74807,2.428678,171.47838,-0.047379,-0.157013,0.989182,-0.002083,0.02058,-0.007607,87.477234,18.594498,-146.949554,,,
729706078.941114,-8.748924,2.433505,171.476671,-0.047379,-0.157013,0.989182,-0.002083,0.02058,-0.007607,87.477234,18.594498,-146.949554,,,
729706078.944443,-8.74906,2.437259,171.474999,-0.050888,-0.157425,0.988602,0.000967,0.016781,-0.00666,87.477234,18.594498,-146.949554,,,
729706078.947804,-8.74906,2.437259,171.474999,-0.050888,-0.157425,0.988602,0.000967,0.016781,-0.00666,87.391327,18.553543,-146.813965,,,
729706078.951099,-8.748464,2.44056,171.473322,-0.050888,-0.157425,0.988602,0.000967,0.016781,-0.00666,87.391327,18.553543,-146.813965,,,
729706078.954427,-8.747195,2.443058,171.471415,-0.050278,-0.158066,0.989899,0.006848,0.012092,-0.007894,87.391327,18.553543,-146.813965,,,
729706078.957766,-8.747195,2.443058,171.471415,-0.050278,-0.158066,0.989899,0.006848,0.012092,-0.007894,87.391327,18.553543,-146.813965,,,
729706078.961185,-8.744935,2.444802,171.469713,-0.050278,-0.158066,0.989899,0.006848,0.012092,-0.007894,87.391327,18.553543,-146.813965,,,
729706078.964507,-8.743143,2.445889,171.468594,-0.050705,-0.156998,0.989838,0.006283,0.006015,-0.004,87.391327,18.553543,-146.813965,,,
729706078.967687,-8.743143,2.445889,171.468594,-0.050705,-0.156998,0.989838,0.006283,0.006015,-0.004,87.391327,18.553543,-146.813965,,,
729706078.9711,-8.741134,2.445687,171.468168,-0.050705,-0.156998,0.989838,0.006283,0.006015,-0.004,87.391327,18.553543,-146.813965,,,
729706078.974426,-8.738376,2.4446,171.468138,-0.052322,-0.156738,0.987564,0.011811,-0.002225,-0.001312,87.391327,18.553543,-146.813965,,,
729706078.977774,-8.738376,2.4446,171.468138,-0.052322,-0.156738,0.987564,0.011811,-0.002225,-0.001312,87.391327,18.553543,-146.813965,,,
729706078.9811,-8.735842,2.442645,171.468253,-0.052322,-0.156738,0.987564,0.011811,-0.002225,-0.001312,87.391327,18.553543,-146.813965,,,
729706078.984528,-8.732466,2.440154,171.468747,-0.051239,-0.155441,0.986847,0.013718,-0.00673,0.001302,87.391327,18.553543,-146.813965,,,
729706078.987771,-8.732466,2.440154,171.468747,-0.051239,-0.155441,0.986847,0.013718,-0.00673,0.001302,87.458893,18.572586,-146.990723,,,
729706078.99111,-8.729578,2.437843,171.469264,-0.051239,-0.155441,0.986847,0.013718,-0.00673,0.001302,87.458893,18.572586,-146.990723,,,
729706078.994426,-8.726835,2.435638,171.469879,-0.048019,-0.154068,0.985901,0.009152,-0.004058,0.002085,87.458893,18.572586,-146.990723,,,
729706078.99785,-8.726835,2.435638,171.469879,-0.048019,-0.154068,0.985901,0.009152,-0.004058,0.002085,87.458893,18.572586,-146.990723,,,
729706079.001109,-8.725745,2.43407,171.470405,-0.048019,-0.154068,0.985901,0.009152,-0.004058,0.002085,87.458893,18.572586,-146.990723,,,
729706079.004428,-8.725168,2.432546,171.470211,-0.047668,-0.152588,0.983429,0.002181,0.000412,-0.00261,87.458893,18.572586,-146.990723,,,
729706079.007774,-8.725168,2.432546,171.470211,-0.047668,-0.152588,0.983429,0.002181,0.000412,-0.00261,87.458893,18.572586,-146.990723,,,
729706079.011162,-8.725271,2.432099,171.46977,-0.047668,-0.152588,0.983429,0.002181,0.000412,-0.00261,87.458893,18.572586,-146.990723,,,
729706079.01442,-8.725028,2.43156,171.469734,-0.044678,-0.154678,0.986557,0.000491,0.002671,0.000619,87.458893,18.572586,-146.990723,,,
729706079.017772,-8.725028,2.43156,171.469734,-0.044678,-0.154678,0.986557,0.000491,0.002671,0.000619,87.458893,18.572586,-146.990723,,,
729706079.021106,-8.725206,2.432899,171.470223,-0.044678,-0.154678,0.986557,0.000491,0.002671,0.000619,87.458893,18.572586,-146.990723,,,
729706079.024427,-8.724615,2.435328,171.470771,-0.043533,-0.157654,0.99295,0.002686,0.014768,0.001842,87.458893,18.572586,-146.990723,,,
729706079.02776,-8.724615,2.435328,171.470771,-0.043533,-0.157654,0.99295,0.002686,0.014768,0.001842,87.317917,18.752609,-146.943756,,,
729706079.031125,-8.724526,2.44024,171.471969,-0.043533,-0.157654,0.99295,0.002686,0.014768,0.001842,87.317917,18.752609,-146.943756,,,
729706079.034422,-8.723451,2.445017,171.473612,-0.04425,-0.158066,0.994888,0.005078,0.020081,0.006049,87.317917,18.752609,-146.943756,,,
729706079.037833,-8.723451,2.445017,171.473612,-0.04425,-0.158066,0.994888,0.005078,0.020081,0.006049,87.317917,18.752609,-146.943756,,,
729706079.041089,-8.722427,2.451015,171.476282,-0.04425,-0.158066,0.994888,0.005078,0.020081,0.006049,87.317917,18.752609,-146.943756,,,
729706079.044477,-8.720374,2.456515,171.479924,-0.044296,-0.158493,0.995392,0.008114,0.020729,0.013676,87.317917,18.752609,-146.943756,,,
729706079.047793,-8.720374,2.456515,171.479924,-0.044296,-0.158493,0.995392,0.008114,0.020729,0.013676,87.317917,18.752609,-146.943756,,,
729706079.051264,-8.718033,2.462536,171.484337,-0.044296,-0.158493,0.995392,0.008114,0.020729,0.013676,87.317917,18.752609,-146.943756,,,
729706079.054443,-8.714756,2.467126,171.489072,-0.044067,-0.155792,0.990067,0.011029,0.016262,0.016907,87.317917,18.752609,-146.943756,,,
729706079.057792,-8.714756,2.467126,171.489072,-0.044067,-0.155792,0.990067,0.011029,0.016262,0.016907,87.317917,18.752609,-146.943756,,,
729706079.061118,-8.712511,2.472045,171.493752,-0.044067,-0.155792,0.990067,0.011029,0.016262,0.016907,87.317917,18.752609,-146.943756,,,
729706079.064426,-8.710156,2.475025,171.496917,-0.041107,-0.155029,0.985474,0.008946,0.0106,0.007313,87.317917,18.752609,-146.943756,,,
729706079.067764,-8.710156,2.475025,171.496917,-0.041107,-0.155029,0.985474,0.008946,0.0106,0.007313,87.588104,18.47049,-146.823059,,,
729706079.071096,-8.708283,2.478104,171.49905,-0.041107,-0.155029,0.985474,0.008946,0.0106,0.007313,87.588104,18.47049,-146.823059,,,
729706079.074422,-8.706624,2.479667,171.499916,-0.04039,-0.153534,0.985229,0.006091,0.006635,-0.000735,87.588104,18.47049,-146.823059,,,
729706079.077858,-8.706624,2.479667,171.499916,-0.04039,-0.153534,0.985229,0.006091,0.006635,-0.000735,87.588104,18.47049,-146.823059,,,
729706079.081113,-8.705142,2.481844,171.499647,-0.04039,-0.153534,0.985229,0.006091,0.006635,-0.000735,87.588104,18.47049,-146.823059,,,
729706079.084428,-8.703377,2.483708,171.498294,-0.040924,-0.154617,0.989059,0.006859,0.009511,-0.007577,87.588104,18.47049,-146.823059,,,
729706079.087784,-8.703377,2.483708,171.498294,-0.040924,-0.154617,0.989059,0.006859,0.009511,-0.007577,87.588104,18.47049,-146.823059,,,
729706079.091164,-8.701752,2.486133,171.496435,-0.040924,-0.154617,0.989059,0.006859,0.009511,-0.007577,87.588104,18.47049,-146.823059,,,
729706079.094418,-8.699016,2.488786,171.494713,-0.040665,-0.156052,0.991287,0.012464,0.013535,-0.005955,87.588104,18.47049,-146.823059,,,
729706079.097758,-8.699016,2.488786,171.494713,-0.040665,-0.156052,0.991287,0.012464,0.013535,-0.005955,87.588104,18.47049,-146.823059,,,
729706079.101113,-8.695826,2.491931,171.493439,-0.040665,-0.156052,0.991287,0.012464,0.013535,-0.005955,87.588104,18.47049,-146.823059,,,
729706079.104423,-8.69178,2.495553,171.492505,-0.044907,-0.155701,0.991852,0.015243,0.017196,-0.003399,87.588104,18.47049,-146.823059,,,
729706079.107778,-8.69178,2.495553,171.492505,-0.044907,-0.155701,0.991852,0.015243,0.017196,-0.003399,87.588104,18.47049,-146.823059,,,
729706079.111112,-8.68743,2.499996,171.492394,-0.044907,-0.155701,0.991852,0.015243,0.017196,-0.003399,87.423294,18.569138,-146.779617,,,
729706079.114425,-8.682011,2.505514,171.493028,-0.04509,-0.152985,0.992203,0.018692,0.024052,0.001933,87.423294,18.569138,-146.779617,,,
729706079.117851,-8.682011,2.505514,171.493028,-0.04509,-0.152985,0.992203,0.018692,0.024052,0.001933,87.423294,18.569138,-146.779617,,,
729706079.121103,-8.677642,2.512317,171.494257,-0.04509,-0.152985,0.992203,0.018692,0.024052,0.001933,87.423294,18.569138,-146.779617,,,
729706079.124428,-8.672828,2.519946,171.495597,-0.047363,-0.153961,0.990585,0.017234,0.03054,0.002741,87.423294,18.569138,-146.779617,,,
729706079.127772,-8.672828,2.519946,171.495597,-0.047363,-0.153961,0.990585,0.017234,0.03054,0.002741,87.423294,18.569138,-146.779617,,,
729706079.131167,-8.668277,2.528417,171.496777,-0.047363,-0.153961,0.990585,0.017234,0.03054,0.002741,87.423294,18.569138,-146.779617,,,
729706079.134529,-8.66369,2.536779,171.498524,-0.049652,-0.155014,0.986847,0.014,0.029551,0.006568,87.423294,18.569138,-146.779617,,,
729706079.137747,-8.66369,2.536779,171.498524,-0.049652,-0.155014,0.986847,0.014,0.029551,0.006568,87.423294,18.569138,-146.779617,,,
729706079.141115,-8.660044,2.544613,171.500655,-0.049652,-0.155014,0.986847,0.014,0.029551,0.006568,87.423294,18.569138,-146.779617,,,
729706079.144425,-8.655894,2.552283,171.50231,-0.049744,-0.151382,0.985184,0.014134,0.027873,0.003153,87.423294,18.569138,-146.779617,,,
729706079.147779,-8.655894,2.552283,171.50231,-0.049744,-0.151382,0.985184,0.014134,0.027873,0.003153,87.423294,18.569138,-146.779617,,,
729706079.151108,-8.652616,2.557808,171.503538,-0.049744,-0.151382,0.985184,0.014134,0.027873,0.003153,87.646713,18.542953,-146.987198,,,
729706079.154418,-8.64884,2.561033,171.504697,-0.049606,-0.150421,0.979507,0.015411,0.009322,0.002355,87.646713,18.542953,-146.987198,,,
729706079.157834,-8.64884,2.561033,171.504697,-0.049606,-0.150421,0.979507,0.015411,0.009322,0.002355,87.646713,18.542953,-146.987198,,,
729706079.161105,-8.6449,2.562185,171.505144,-0.049606,-0.150421,0.979507,0.015411,0.009322,0.002355,87.646713,18.542953,-146.987198,,,
729706079.164424,-8.64056,2.562891,171.504585,-0.047363,-0.152023,0.981384,0.016008,0.005858,-0.004783,87.646713,18.542953,-146.987198,,,
729706079.16777,-8.64056,2.562891,171.504585,-0.047363,-0.152023,0.981384,0.016008,0.005858,-0.004783,87.646713,18.542953,-146.987198,,,
729706079.171166,-8.63703,2.563092,171.502911,-0.047363,-0.152023,0.981384,0.016008,0.005858,-0.004783,87.646713,18.542953,-146.987198,,,
729706079.174413,-8.633326,2.563913,171.500402,-0.046616,-0.152191,0.987808,0.014177,0.008181,-0.011059,87.646713,18.542953,-146.987198,,,
729706079.177764,-8.633326,2.563913,171.500402,-0.046616,-0.152191,0.987808,0.014177,0.008181,-0.011059,87.646713,18.542953,-146.987198,,,
729706079.181109,-8.630239,2.565226,171.497843,-0.046616,-0.152191,0.987808,0.014177,0.008181,-0.011059,87.646713,18.542953,-146.987198,,,
729706079.184421,-8.626795,2.567203,171.496068,-0.049149,-0.155701,0.992691,0.012221,0.011231,-0.00591,87.646713,18.542953,-146.987198,,,
729706079.187766,-8.626795,2.567203,171.496068,-0.049149,-0.155701,0.992691,0.012221,0.011231,-0.00591,87.646713,18.542953,-146.987198,,,
729706079.191095,-8.623593,2.569995,171.49499,-0.049149,-0.155701,0.992691,0.012221,0.011231,-0.00591,87.609604,18.801804,-147.064163,,,
729706079.194422,-8.619235,2.573684,171.495104,-0.05481,-0.15947,0.994476,0.017125,0.016803,0.002631,87.609604,18.801804,-147.064163,,,
729706079.197832,-8.619235,2.573684,171.495104,-0.05481,-0.15947,0.994476,0.017125,0.016803,0.002631,87.609604,18.801804,-147.064163,,,
