Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729706188.272155,-5.326849,1.277921,168.305634,-0.011093,-0.095032,1.004517,-0.00643,0.025151,-0.0093,87.186401,15.977219,-146.657242,,,
729706188.275507,-5.326849,1.277921,168.305634,-0.011093,-0.095032,1.004517,-0.00643,0.025151,-0.0093,87.186401,15.977219,-146.657242,,,
729706188.278887,-5.328681,1.285185,168.302844,-0.013245,-0.095871,1.004532,-0.006329,0.03109,-0.01211,87.186401,15.977219,-146.657242,,,
729706188.282144,-5.330277,1.292504,168.300029,-0.013245,-0.095871,1.004532,-0.006329,0.03109,-0.01211,87.186401,15.977219,-146.657242,,,
729706188.28549,-5.330277,1.292504,168.300029,-0.013245,-0.095871,1.004532,-0.006329,0.03109,-0.01211,87.186401,15.977219,-146.657242,,,
729706188.288831,-5.332721,1.299532,168.29691,-0.017792,-0.096344,1.000366,-0.009532,0.027795,-0.014383,87.186401,15.977219,-146.657242,,,
729706188.292144,-5.335376,1.305419,168.292958,-0.017792,-0.096344,1.000366,-0.009532,0.027795,-0.014383,87.186401,15.977219,-146.657242,,,
729706188.29549,-5.335376,1.305419,168.292958,-0.017792,-0.096344,1.000366,-0.009532,0.027795,-0.014383,87.183838,15.89325,-146.898773,,,
729706188.298829,-5.33875,1.310104,168.288993,-0.023163,-0.094711,0.997604,-0.011023,0.017876,-0.014664,87.183838,15.89325,-146.898773,,,
729706188.302152,-5.341626,1.313629,168.28553,-0.023163,-0.094711,0.997604,-0.011023,0.017876,-0.014664,87.183838,15.89325,-146.898773,,,
729706188.305527,-5.341626,1.313629,168.28553,-0.023163,-0.094711,0.997604,-0.011023,0.017876,-0.014664,87.183838,15.89325,-146.898773,,,
729706188.308824,-5.344781,1.315975,168.282365,-0.027802,-0.094498,0.997498,-0.00999,0.010941,-0.01245,87.183838,15.89325,-146.898773,,,
729706188.31225,-5.347319,1.317019,168.279054,-0.027802,-0.094498,0.997498,-0.00999,0.010941,-0.01245,87.183838,15.89325,-146.898773,,,
