Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
729717252.60788,-68.154616,11.947135,107.291553,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.608012,-68.249661,11.854826,142.734204,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.608575,-68.249669,11.854827,104.121003,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.609133,-68.249633,11.854829,107.19784,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.609242,-68.249661,11.854826,142.734204,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.611353,-68.249669,11.854827,104.121003,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.611599,-68.249633,11.854829,107.19784,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.612271,-68.249661,11.854826,142.734204,-0.048264,-0.926544,0.377747,-0.326647,-0.017505,-0.219937,90.596207,75.120865,-101.420609,,,
729717252.615656,-68.342542,11.75073,104.018791,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.616717,-68.342506,11.750731,107.095627,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.616823,-68.342534,11.750729,142.631991,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.618292,-68.422844,11.663775,103.931689,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.61884,-68.422807,11.663777,107.008525,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.618961,-68.422836,11.663775,142.544888,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.621376,-68.422844,11.663775,103.931689,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.621591,-68.422807,11.663777,107.008525,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.622271,-68.422836,11.663775,142.544888,-0.056671,-0.938293,0.375488,-0.274254,-0.028767,-0.189853,90.596207,75.120865,-101.420609,,,
729717252.62584,-68.500124,11.56748,103.834438,-0.059158,-0.938553,0.388153,-0.226498,-0.016143,-0.174661,90.342163,75.328674,-100.564697,,,
